text,sentiment,category,keyword
못믿겠다 솔직히 틀딱들만 받고 2030세대는 받을거란 기대가 도저히 안든다,부정,세대형평,미래세대 부담
"무슨 김성주가 전문가아? ㅎ
시장이 좋아서 일시적 수익이 좋았을뿐",부정,운용성과,기금수익
김 성 주 이사장 님이 대한민국 발전과 국민의 행복을 만드는 천사입니다.  앞으로 10년 20년 이상 계속 자리 해 주세요.,긍정,국민연금 조직,리더십
팩트는 폰지사기가 맞다는거임 어디서 국민을 가르치려고 드냐,부정,연금제도,폰지사기
그냥 공적연금만 관리해주셔~ 왜 퇴직연금을 기금화하려고 헛지꺼리를 하는 거임? 내 퇴직연금은 알아서 잘 관리하고 수익내고 있으니 니들 맘대로 기금화해서 내 초과수익을 뺏어가지 마셔.,부정,퇴직연금,기금화
솔직히 내가 연기금 정도 쩐이 있었으면 나도 저 수익 났음 ㅋㅋㅋㅋㅋ 쩐으로 물타고 수익나면 팔면 되는데?  지금 코스피도 연기금 기관이 올리면서 외국인이 온거지 ㅋㅋ,부정,운용성과,수익
50-65세 실업자퇴직자 정부대책을 제시하시길~,중립,기타,정부대책
"사람들이 장수하고 출산율이 낮으면 매년 20% 수익률 올려도 고갈된다. 결국 보험료를 더 올리고, 더 받는 식의 지급 이연으로 버틸텐데, 끝이 보인다..",부정,연금제도,고갈
국민연금 녹인다고 발발이뛰던 사람들이 꼭 봤으면 좋겠어요,긍정,연금제도,고갈
다행이네요 이사장님이 똑똑하시고 나라를 위하시는 것 같아 좋네요 어떻하면 국민세금 빼돌릴까만 생각하는 양아치 정치인들만 득실대서 짜증났는데 …… 응원합니다 양아치 정치인들과 타협하지마시고 나라를 위한 마음 잃지마시고 지금처럼만 해주세요 화이팅입니다!,긍정,국민연금 조직,이사장 응원
내꺼 더 내고 싶어요.,중립,연금제도,보험료
"연금받을 나이에 암 걸림
국립 병원에갔더니
임상권유하더라
당장 할수있는 보험되는 항암제있는데도!
지금 생각해보니 
 그 여의사는
환자를 살리려는게 아니었음ㆍ임상기다리며
암세포는 더. 퍼져나감ㆍ
40kg도 안되는 환자에게 루틴하게 200mg의 면역항암제 투여함
3일후 소천함",부정,기타,의료 비판
도둑질 않한다면  그나마  다행일세,부정,국민연금 조직,신뢰 부족
건보랑은 인성이틀리네요😢,중립,기타,비교 비판
지식인사이드 프로마다 넘필요한 지식을 알게해주셧어 감사해요,긍정,기타,정보 감사
"수고하셨습니다 
국민의 노후자금 국내시장에 투자를 하는것은 기본이라고 생각합니다",긍정,투자전략,국내투자
기밀같은 소리 장기투자 할 수 있는 환경 돈이 어마무시하니까 기관들이 투자 유치하려고 개인이 알 수 없는 엄청난 고급정보 제공 받음 돈 그리고 정보가 개인이랑 넘사벽이지 그 돈 정보력 가지고 못 버는게 말이 안됨,부정,투자전략,정보격차
건보료 땜에 국민연금 별로임,부정,연금제도,제도비판
한마디만 할께요 이전 지금70대분들 국민연금 망한다는 소문에 일시불로 받은분들........지금 완전 폭망했읍니다.,부정,연금제도,제도불신
"현재6만원씩더내고 40년후에 9만원더받으면 40년에 50프로 더준다는건데 S&P500에 40년넣고 40년찾아가면
2000프로인데 국민연금나오는 금액이 이래도되나요ㅠㅠ",부정,연금제도,수익성비교
"야 ㅡ.ㅡ
개소리하지마
그 돈을 수익실현 한게 아니잖어
그냥 장부상의 가치라고
그걸팔아서 현실화해야하는데
그게 쉽지않다고
그럼 주가폭락온다고",부정,운용성과,수익실현
"김성주이사장님은 국회의원도하시고 유명하고 애국심이 투철하신분인데 모르는 국민들이 많네요 김성주이사장님 항상 건강하시고 좋은일만 가득하시길 기원합니다 
한번도 만난적이없는 70대 중늙이가 ....",긍정,국민연금 조직,김성주 이사장
"환율 방어 한다고 이제 까 먹어야지..
주가 오른게 재명이가 잘 해서인가 외국인이 투자 끌어 올러서 그런가.",부정,정부개입·거버넌스,환율 방어
국민연금 운용직=영웅.  ....메모,긍정,국민연금 조직,운용직
외인 아니면 꼬꾸라짐. 무슨 투자비결은?,부정,투자전략,투자비결
김성주이사장님 오늘 처음 뵀는데요 정말 국가적으로 귀한 마인드를 가지신 귀한 분이시군요 훌륭하세요 존경합니다~,긍정,국민연금 조직,이사장
"김성주 이사장님  먼저  운영을 잘해 주셔서 감사드림니다 
저는 지금 61살 입니다   국민연금은 최고의 재태크 라 생각하고 88년1월 부터 넣고 결혼후 한꺼번에 탔습니다  아이들 키우면서 가정에 보탬이 되고자 직장을 다니면서 연금보험을 넣게 되었고 그러다 프리랜서로 일을 하게 되면서 임이연금을 신청을해  60까지 넣었습니다  그만 끝낼까 하다 연장으로 계속 내고 있습니다
64세에 연금개시 90정도 나옵니다  젊은2030세대 연금 고갈된다고 걱정하시지만  국가를 믿고 꼭 가입하셔서 노후 걱정없이
재태크 하세요  국민연금은 사회보장제도 입니다",긍정,연금제도,사회보장
완전 미국 사회보장제도를 100%로 모방해서 된게 대한민국 국민연금 보장제도네...,부정,연금제도,모방
"저런 훌륭한 기업을 전주에 쳐박아두고
인원대비 과대한 자산을 굴리며 사명감으로 일해라 이지랄하고있으니...
진짜 사명감 + 저기서 경력쌓아서 딴데가려는거 아니면 금융권에서도 굳이 갈 이유가없는기업이되어버림",부정,국민연금 조직,조직 비판
"저도 감사하고 칭찬합니다 ㅎ
우리나라 국민연금처럼 후하게 받는건 없는듯 합니다.
초고령 나이대엔 조금씩 줄이는게 좋은 대안일듯.",중립,연금제도,제도 대안
내공이어마어마한 양반이네... 연금공단 이사장은 진짜 ...아무나 하는 자리가 아니구나...,긍정,국민연금 조직,이사장 전문성
이사장님 감사합니다. 국민들노후를 지켜주심에 감사드립다.,긍정,국민연금 조직,감사
"18살 되면 소즉이 없어도 가입이 가능하다고 알려주지도 않고 지들 자식과 지인들에게만 일찍 가입하게 알려줬다고 이잼이 이야기 했다 
나쁜 넘들 우리 애가 아파 30이 되도록 가입을 못해왔는데...",부정,연금제도,가입 정보
이렇게 믿음직스러운 분이 계신 곳에서 연금을 굴려주시니 든든합니다. 앞으로도 쭉 함께 할게요❤❤,긍정,국민연금 조직,신뢰
"저런 훌륭한 기업을 전주에 쳐박아두고
인원대비 과대한 자산을 굴리며 사명감으로 일해라 이지랄하고있으니...
진짜 사명감 + 저기서 경력쌓아서 딴데가려는거 아니면 금융권에서도 굳이 갈 이유가없는기업이되어버림.
진짜 국연만큼은 지역인재 이딴 역차별 등용없이 순수하게 실력채용하고..
서울로 올려보내라.
돈은 좀 적게받아도 지방살이랑 서울살이랑은 차원이다르니",부정,국민연금 조직,지역인재
"우리나라도 노르웨이처럼 국가 펀드화 시켜서 납입률, 지급율을 크게 높히면 최소한 늙어서 돈 없다고 자살하는 사람은 줄일 수 있지 않을까.. 
이렇게 좋은 재원을 정쟁의 한복판으로 끌고와서 공산당이네 어쩌네 하는데 시간 낭비 말고, ‘한국인으로 태어났다는 것 자체가 스펙’인 가장 단단하고 튼튼한 사회보장의 중심축이 될 수 있는 모든 조건은 다 갖췄는데.. 
20대 조카왈 국민연금 없에야 나라가 산다고, 나라에 돈을 왜 내냐 미쳤냐는  말 듣고 저 거대한 국가기금도 얼마안가 이래저래 공중분해 되겠구나 싶었음.",부정,연금제도,제도 개혁
김성주 이사장님 성함 기억해둘께요 감사합니다,긍정,국민연금 조직,감사
연봉이 너무심하다. 너무너무너무낮네요,중립,국민연금 조직,연봉
벌면뭐하냐 수입도없는놈한테 부과해서 수입생기니 10년치 압류걸었는데..ㅆㅂ 죽지않고 살아서 돈벌면 바로 압류들어옴,부정,연금제도,부과
"이분은 얼마나 정직하시면
그많은 돈을 맡길까
훌륭하십니다",긍정,국민연금 조직,신뢰
운좋게 얻어걸린거 아님??,부정,운용성과,비판
진짜 신뢰가는 분이시네요 ❤,긍정,국민연금 조직,신뢰
"1. 감사합니다. 방송에 많이 출연하셔서 널리 알려주세요. 2. 미쿡시민인데, 70세부터 받으면 엄청 높아요. 70까지 기달려구요.  3. 대한민국은 앱을 켜면 바로 확인이 가능하다구요? 부럽네요. 미국은 아직 앱은 없고 웹사이트로만 가능해요. 오늘 방송 너무 좋습니다. 대한민국은 참으로 복 받은 나라입니다.",긍정,연금제도,제도
이사장님의 소신이 확신하시군요. 믿을만합니다. 국가는 국민연금 지원을 하루라도 빨리 해주셔서 복리의 힘을 챙길수있더록 해야합니다.,긍정,국민연금 조직,신뢰
그러게~~,중립,기타,일반 잡담
엔비디아 올라서 그런거 아닌가요?,중립,기타,질문
18%는 원화가치 폭망으로 벌어들인거지 ㅋㅋㅋㅋㅋ 그대로 뱉어야되는 순간이 온다,부정,운용성과,기금수익
이사람들 그냥 투자를 ㅈ나 잘함 저런 투자법은 배워야함,긍정,투자전략,투자법
"7:15 국민연금 시크릿, 분산투자 + 장기투자 + 위험회피 = 중위험 & 중수익",중립,투자전략,분산투자
국민연금 그동안 잘한것이 아니여.겁나게  못한거여.,부정,국민연금 조직,비판
"누구는 믾이 내고 적게 받고..
누구는 적게 내고 많이 받고..

무엇이 공평하다는건가??",부정,세대형평,형평성
당신들의 손에 우리국민들의 노후가 달려있습니다 감사합니다,긍정,국민연금 조직,신뢰
"청년을 지원한다면서 아직 청소년인 09년생부터 지원한다고? 그럼 지금 당장 2030인 80,90년대생은 희생양임?",부정,세대형평,세대 간 형평성
아니 그럼 뭐하냐고  그만은 수익난거 환 해지 15%해서 달러 방어 하는데 한달에 환율 방어에 1700억을 때려 부어도  못잡고  연금 만 축나고 있다 똑똑하면 뭐해 정치가 다 말아 먹는데  이게 현실이야,부정,정부개입·거버넌스,정치적 사용
애국자 이십니다.. 저의 노후자금이 될터인데 잘 운용 부탁드립니다.,긍정,운용성과,운용
"처음알았네요 국민연금관계자 여러분
너무감사합니다  ❤😊
너무수고하십니다🎉
기분좋다",긍정,국민연금 조직,감사
국민연금은 진짜 정보기관이랑 콜라보 하지 않을까 ? ㅋㅋ,중립,기타,정보기관
🎉🎉🎉,중립,기타,응원
결국 이재명 정부가 코스피 5000을 달성하면서 연금 문제를 해결했다. AI때문이야 빼액하는것들 있겠지만 결국  주식시장은 신뢰가 중요한데 윤석열 씹새기였으면 AI고 나발이고 올랐을거 같냐? 끽해봐야 3500정도 됐을거다,부정,투자전략,코스피
국민연금을 독립 기관으로 만들어야함 정치인들이 지들 자금처럼 쓰는문제가 있어서,부정,정부개입·거버넌스,독립기관
"이사장님의 발음이 너무 좋아요. 목소리도 좋고요. 인물도 빼어나네요. 사리 분별력도 뛰어납니다.
신언서판을 갖춘 인물입니다.
그래서  말하는 내용이 귀에 쏙쏙 들어오지요. 이해도 잘 되고요.",긍정,국민연금 조직,이사장
1~2년이 장기투자라구요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,중립,투자전략,장기투자
애국자시네요 😊,긍정,기타,응원
국민연금 공무원들 성과금 많이 줘라~~,부정,국민연금 조직,성과금
팔아야 번거죠 국민연금이 다 현금화 해봐라 지네가 올려서 지금 계좌상의 돈이지 ~,부정,연금제도,현금화
국민연금 믿고 납입금 늘렸어요. 우리가족의 유일한 노후준비니까 잘 지켜주세요. 감사합니다!,긍정,연금제도,노후준비
"국민연금의 높은 실적은 높게 살 부분이겠으나 정치인 출신이라 그런지 부의 재분배나, 청년 세대의 의견이 충분히 반영되지 않은 연금개혁, 퇴직연금 기금화에 대해 옹호적인 입장이시네요 ㅋㅋ",부정,연금제도,연금개혁
프리랜서지만 지역가입자로 10년넘게 국민연금 납부중이에요. 사실 프리랜서라서 안내도 되지만 내 노후에 좀이라도 도움되겠지 싶은 마음에 내고있어요. 감사합니다.,긍정,기타,감사
국민연금 수익률이 좋으면 뭐 합니까?? 지급 나이를 자꾸 올려버릴려고 꼼수부리고 있는데~,부정,연금제도,지급 나이
이게 다 대통령덕이다,부정,기타,정치
믿음이갑니다 꾸준히 잘 납부할께요,긍정,기타,신뢰
블랙록은 얼마나 대단한거노…국밈연금에 몇십배네,중립,기타,블랙록
건강보험료 1년에 2천만원 내고 있는데. 너무 심하잖아. 병원가지도 않아요 난.,중립,기타,보험료
"잃을때는 어쩔꺼여 
남돈인데 책임물으면 어쩌라고가 먼저 나오지 않을까?",중립,기타,책임
연금님.. 지난 삼전. 무시막지 팔때..  진짜 원망 많이 함요..ㅎ 암쪼록 연금님이 잘 성장하시길 응원합니다 🎉🎉,긍정,기타,응원
다른 누가 돈 벌었다 하면 개부럽고 짜증나는데 국민연금이 벌었다니까 겁나 좋네 ㅋ,긍정,운용성과,수익
"추구하는 독립성과 다르게... 대통령이 환율 방어한다고 땡겨쓰는데 쩝,,
이야기 들어보니 모두가 난리쳤던 윗 세대만 더 내고 더 받는 구조를 추구하신게 저 분이셨군요??..
무슨 자신감으로 21세기 말 까지 소진 안된다고 하시는지... 이에 대한 근거는 막연하게
연 평균 수익률이고.. 국가 부담도 플러스인데, 수익만 말하고 손실은 말씀을 안 하시네요.. 순 이익이 중요한데요..
그리고 재정 적자인데 저거 하나 때문에 또 나라에 도움도 안되는 저소득층 살리자고 고소득자 삥 뜯어간다고요?
저같은 흙수저 고소득자들은 언제 집 사고 올라갑니까? 매 달 세금만 백 만원 이상 뜯깁니다.",부정,연금제도,고갈
국민연금관리공단 리더분이 제대로 된 분이네요 응원합니다,긍정,국민연금 조직,리더십
"와아, 훌륭한 분이 국민연금 이사장으로 계시니 참 감사하네요.  자리에 어울리는 좋은 인재가 그 자리에 갈 때 나라가 산다는 것을 정말 느끼고 있는 이 때. 앞으로 정말 사람 잘 뽑읍시다.",긍정,국민연금 조직,인재
이분들 존경함,긍정,국민연금 조직,존경
삼성물산 제일모직 합병안 찬성해서 재벌세습 가담한건 어떻게 생각하세요?,중립,기타,질문
과연 이게 연금의 실력인가? 내부에 이상한 인간들이나 제대로 정리하세요. 실력이 아니라 정치질로 자리 깔고 앉아있는 모 실장 같은 사람은 왜 아직도 있나요. 내부 감사는 제대로 했는지 모르겠네,부정,국민연금 조직,비판
애국자이시네요 멋집니다 배우고갑니다~ 다만 유리지갑인 직장인들은 너무 많이 뜯어가서 힘드네요~,긍정,연금제도,직장인
국민연금이 왠일이래.   전에 미국의 어느은행 때문에 꽤 손해많이 본걸로 아는데 그건 어찌 됐나 모르겠네,중립,운용성과,손해
"많이 내고 덜 받거나 못받게 되는 연금 기금에 대해서는 똑바로 답변 안하고 
소득 재분배가 이루어진다 라는 식으로 답변이 흘러가네
연금기금이 다 소진이 되는 그래프가 있는데 이거에 대해서는 회피해가시네",부정,연금제도,소진
펀드하나 만들면 안돼? 매년1조씩 세금으로 넣고 연평균수익률10프로면 100년뒤15경인데 그리고 법으로 100년뒤까지 못쓰게하고 그럼 미래는 더 풍족하게 살꺼같은데,중립,투자전략,펀드
증시 만포인트가면 국ㅁㄴ년금고갈 언됩ㄴ디ㅏ,부정,연금제도,고갈
퇴직연금 기금화는 말씀하신 취지는 좋으나 개인의 선택영역으로 남겨둬야 할 거 같습니다. 기존 국민연금도 정부에서 환율 방어의 용도외적 활용에  장벽을 만들어야 할 거 같구요....,중립,정부개입·거버넌스,선택영역
마지막 멘트는 진정 애국자이십니다^^~,긍정,국민연금 조직,애국자
"좋은인제  다른곳으로 가시기 전에
보너스 많이 주세요~~~",중립,기타,보너스
국민연금 화이팅,긍정,기타,응원
32:14 호주도 마찬가지임,중립,기타,정보
그러니까!!!! 있는걸로만 굴려 연금 안받아도 되니까 그만좀 가져가고,부정,연금제도,제도 비난
이사장님 정말 멋있습니다 존경합니다,긍정,국민연금 조직,칭찬
화이팅..!,긍정,기타,응원
한국 월가인 서울에 소재해야지 공기업 지방분산 정책으로 전주로 이전으로 능력자들이 교육등 인프라 결여되어 고능력자 지방기피기업으로 진짜 좋은 인재 많이 놓친다고 본다,부정,지역발전,지역 이전
"대한민국 돈의 가치가 떨어지면, 나중엪받는게 휴지돈이 될수그도 있다",중립,연금제도,가치하락
근본 문제인 저출산에 대한 대책이 가장 중요하겠습니다.,중립,기타,저출산
국민연금 펀드매니저분들 보너스 드려야 합니다 특별한 성과를 올린 사람에게 특별한 대접을 해야 합니다 그래야 이분들도 의욕도 생기고 더 노력도 하는거 아니겠습니까,긍정,국민연금 조직,보너스
"골드만 삭스, 불랠락 IB 가 와섶자주 만나면,  식사는 정말 맛지게 드시겠네요.  국민연금 계속 잘 될까요?",중립,기타,질문
국민 연금 공단.. 직원 다 압색해봐라.. 비리가 산덤이,부정,국민연금 조직,비리
진짜 대단한것같아요!!  월가 투자자들못지않은 대단한 사람들 많다고 봐요,긍정,국민연금 조직,칭찬
연금술사,중립,기타,기타
오 감사합니다. 사명감 갖고 일하기 어려운 시절인데 대단하십니다.,긍정,국민연금 조직,감사
어쩌다가 쥐잡은거지 이전 10년간 수익율 봐라 2015년~2024년 10년간 수익율 세계 20~30위 권임. 연금 총액은 세계 3위임. 2025년 합쳐봐야 스웨덴 같은 나라 수익율 반밖에 안됨.,부정,운용성과,수익률
이런분이 국민연금을 이끌어 가시니 우리 노후가 매우  아름다울것 같습니다  늘 건강하셔서    오래오래 일해 주세요,긍정,국민연금 조직,이사장
"국민연금 올해부터 받고 있어요 잘 운용해  주셔서 감사합니다 
문제는 건강보험인듯 합니다  오래 살게 하는데 중점을 둔듯한데 나이들어보니  건강할때까지만 살고 싶지  아파서 오래 고생할게 죽는거 보다 더 걱정되요 
 60세 이후 건강검진 안하고 싶으면 굳이 하라고 전화하지 말고 80넘어 죽는것을 고독사니 자살이니 요란 떨지 말고 존엄사로 받아들였으면 좋겠어요
그돈으로 젊은 사람 주거를 보장해줘야 나라에 미래가 있을듯이요",중립,연금제도,건강보험
모두 영웅이자 애국자 이십니다..감사드립니다 ~꾸벅..,긍정,기타,감사
"14:34 2030이 빡대가리인줄아냐ㅋㅋㅋㅋ 고갈되는거 확정되어있는거 누구나 다아는데 그와중에 50대는 더 빨아가는게 확정되어있고 걍 4050은 대가리만 큰 이익집단 그 이상이하도 아님
세금으로 보장해준다고?ㅋㅋㅋㅋ 그 세금은 누가내줄껀데",부정,연금제도,고갈
미사여구로는 정당성을 찾을수가없음,부정,연금제도,정당성
널리널리 알려지길.. 감사합니다❤,긍정,기타,감사
"리더가 진짜 중요한게
이재명 대통령이 판을 제대로 깔았지",중립,기타,리더십
이재명은 엉뚱한데 돈 뿌리지말고 국민연금에 지원해라!!,부정,연금제도,지원
홈플러스건은 책임져야지,부정,기타,비판
"해외투자
환율변동
원화 약세
남의 돈으로 하는 노름",부정,투자전략,해외투자
중요한건 내가 받을때 연금이 있어야한다,중립,연금제도,지급 방식
"훈훈 합니다
티키타카가 재미있고 너무 너무 감동적입니다
내연금
기대됩니다
5년 남았어요
부정적인 말이 많아서 불안했는데
이젠 너무 든든 해요
우리나라 지식인들이 이끌어주는 대한민국 감사합니다
소시민 행복합니다
최저임금이라 큰돈은 아니지만 평생 일했고 평생 납부 했어요",긍정,기타,응원
전주의 자존심!,긍정,지역발전,전북
"이재명 연임,이분 연임 😅",중립,기타,연임
ㅋㅋㅋ 웃기네,중립,기타,일반 잡담
"국가공무원 나라와 국민을 위해서
봉사 ! 그런 의무감으로 헌신하시는거죠! 육해공군도 정부기관의 공무원도 최고에요!
단 공무원아닌 어쩌다 공무원 되신분들이 불량품이 많잖아요!",부정,국민연금 조직,공무원 비판
"제도 자체는 논란이 있겠지만 국민연금 직원들은 지금 연봉 2배 줘도 아깝지 않음
진짜 일 개잘하고 있는거임",긍정,국민연금 조직,직원 칭찬
김성주 이사장님의 국민을 위한 진심과 신뢰가   느켜지는 영상입니다.  감사합니다,긍정,국민연금 조직,이사장 신뢰
국민연금 👍 이사장님외 직원분에게 감사드립니다,긍정,국민연금 조직,감사
"국민연금은 욕 많이 먹지만😮
기금운용은 잘하는게 확실함.
그리고 국민연금 고갈도 연금의 문제가 아니라 인구의 역피라미드가 문제고 해소하려면 애를 4명씩 낳으면 됨",중립,연금제도,고갈 문제
"몇 년 전 기금운용본부에 가서 강의를 했었는데, 세상 똑똑하신 분들이 겸손하시기까지 하셔서 인상적이있어요. 이사장님을 보니 조직 전반이 그러하신 듯 하네요. ^ ^",긍정,국민연금 조직,조직 신뢰
이분 덕분에 국민연금 믿음이 생겼습니다. 너무감사합니다,긍정,국민연금 조직,신뢰
"ㅋㅋㅋㅋ그래봤자 국민 주식으로 끌어들여서 저점에서 다빼먹은거잖아 ,ㅋㅋ",부정,투자전략,주식 비판
김성주 이사장님의 국민을 위한 진심과 신뢰가   느껴지는 영상입니다.  감사합니다.,긍정,국민연금 조직,신뢰
나중에 하락장 때 벤치마크 대비 적게 깨졌는데도 국민들이 졷지RAL한다에 왼쪽 랄부 검.,중립,운용성과,벤치마크
평가 손익 아님?,중립,운용성과,손익
국민연금은 자율가입해야한다,부정,연금제도,자율가입
"231조 벌었으면 몇십조는 대한민국으로 가져올수도 있는거지
언제? 환율이 제일 높을때 그래야 원화를 많이 바꿀 수 있으니까
그래야 환율시장도 안정시킬 수 있으니까

이걸로 욕하는 바보가 너무 많아",부정,운용성과,환율
진짜 애국자이신듯ㆍ진짜 든든하네요ㆍ노고에 감사합니다,긍정,국민연금 조직,감사
근데 불안한게 40세 직장인인데 25년후에 받을 수 있는 국민 연금이 100만원 조금 넘는데 그때 이 금액이 지금가 가치가 같을까? 그걸 저보다 더 젊은 세대는 걱정하는거 아닐까요? 고갈은 둘째치고,부정,세대형평,고갈
팔아야 수익 인거지 수익실현한게 있나 국민연금 팔고나가면 어케될지 뻔한데?,부정,운용성과,수익실현
"어머니가 국민연금 넉넉하게 받고 싶으셔서 납부 잘 하시다가 4500만원을 한 번더 크게 납부하셨는데 한 달 정도 뒤에 소천하셔서.. 그 돈은 아예 못받는 돈이 되어버렸습니다.
물론 아버지가 받으실 수 있지만, 기존에 받는 돈에 월 2~3만원 정도 더 받는다고 상담을 받았습니다..
여러분들의 어머니 아버지, 혹은 주변에 돈을 더 넣어서 더 받겠다고 하시는 분들이 있다면.. 말리시면 좋겠습니다.
17분 40초부터 18분 30초까지 들어보시면.. 국가가 국민을 위해서 이 제도를 운영하는 것이지 라는 말이 나옵니다.
왜 국민이 낸 돈을 돌려 주시지 않는 겁니까?.
어머니는 노후 준비 열심히 하시다가 국민연금만 열심히 내시고, 거기에다가 플러스로 더 크게 내셨는데..
돌려주시지도 않으시고.. 정말 속상합니다.",부정,연금제도,제도 비난
ㅠㅠ 이사장님 대단하십니다 노고에 감사드립니다!,긍정,국민연금 조직,감사
년말에 연금 수령자들 한테. 보너스 줘야  할듯한데 가능성 있을까ᆢ,중립,연금제도,보너스
"몰랐던 정보 알려주시는 지식인사이드,
사명으로 국민연금을 운영해주시는 김성주 이사장님과 직원분들 감사합니다 ㅎㅎ",긍정,국민연금 조직,감사
내가보기에도 누구보다 투자 잘하는데 욕하는넘들이 너무 많음ㅡㅡ,부정,투자전략,비판
미국은 1조억 굴려도 10억이상 연봉 주던데 ㅠㅠ 진짜 대단하심..!!,긍정,운용성과,성과
진짜 저 분들은 애국자다 정부에서 대우 더 잘해드리자 제발,긍정,국민연금 조직,애국자
국민연금 직원들 잘하고 계십니다 그런데 문제는 정치인 들이 문제지요..,긍정,국민연금 조직,직원
한가지 궁금한점 저 231조는 어디서온걸까?ㅎㅎ,중립,기타,궁금증
"무슨말하려고 나온건지는 이해하지만 지금은 투자 대비 높은 수익을 거둬서 저런말이 가능한거지
수년전만해도 국민연금공단에서 투자실패로 수백억이었나 수천억날렸다고 기사를 봤는데.. 다 결과론적인거 아닌가? 
기본적으로 애를 낳지 않는 시대인데 노년층 늘고 (연금받는 수혜자)  국민연금내는 젊은이들이 줄고 있는데
과연 장미빛 미래라고 볼 수 있는건지?
그때 가서 안받아도 되니깐 내가 여태 낸 원금만이라도 돌려달라~ 솔직히 국민 100명 중 90명이상은 지금 달라고 할걸? 
그돈으로 주식투자를 하거나 예금을 넣지~",부정,연금제도,미래불안
"응원해주고 싶지만 사모펀드하고 구린거 국민들 다압니다
이제라도 정신좀 차려요",부정,운용성과,사모펀드
3:46 감동입니다. 국민연금 이사장에게 이런 말씀을 들을 줄은 몰랐습니다.,긍정,국민연금 조직,감동
근데 과연 내가 연금 받을때까지 저렇게 수익이 날런지가 의문이긴해,부정,운용성과,수익의문
"제주 일본 중국 중에 한곳 해저터널 국민 연금으로 뚫고 통행료를 걷으면 마르지 않는 우물이 될거 같네요.
일자리 창출에도 도움이 되고 소득이 생기니깐 연금도 걷히고.",긍정,지역발전,해저터널
진짜 멋지신분이네요.,긍정,국민연금 조직,멋진분
이사장? 낙하산임. 금융지식 제대로없는상태에서 수행하는 굳이 저런사람을 왜 초대석에? 실질적인 운용직들이 에이스들이지 국민연금 포트폴리오는 공개하고있음 비록 전분기이기는하지만 그거 추종해서 매매만해도 수익률좋음,부정,국민연금 조직,낙하산
그러다가 주가.폭랃하면 ㅠㅠ,중립,기타,일반 잡담
"고갈만 문제삼는게 아니고 뭔 때만되면 받는거 늘리겠다고 하고 내는건 더 많이내겠다고 그거 통과되서 매번 윗세대만 좋아지는 게 문제아니었나.... 국민연금 수익률 생각하면 고갈은 좀 걱정안할수도있지, 윗세대들 지들만 생각하고 계속 정책바꾸는게 ㄹㅇ",부정,연금제도,고갈
직장에서 반을 부담 해 주는데 왜 많이 안 내고 싶겠어요 공무원이나 많이 떼고  뗀만큼 부담 해. 주니 대박 이죠,중립,연금제도,부담
5:17 국민 연금 투자 관련자분들 진짜 인재시고 대단하심... 공대처럼 이윤을 낼 수 있는 분들 대우 잘해줘야하듯 이런 분들도 사명감만 요구하지말고 어느정도 보상 제대로 해줘야할 듯. 저기 나가면 바로 스카웃 될 인재분들 같은데 ㄷ ㄷ,긍정,국민연금 조직,인재
국민연금 고갈?,중립,연금제도,고갈
개인퇴직연금을 401k 같은 모델로 하자는 걸까요? 개인퇴직연금 운영 처음 해야할때 진짜 막막하던데 그때 국민연금에 맡기고 싶다는 생각했어요. 지금은 공부해서 잘 운영하니 재미와 보람이 있어요. 우리나라 연기금 자랑스럽네요!! 우리나라 금융강국이 되길 바라는 마음 절실합니다!,긍정,퇴직연금,운영
"국민연금 인재 많은 건 맞음.
근데 리먼 금융위기 이후로 10년간 박스권이었다.
그 박스권 동안 연금개혁으로 말도 많고 탈도 많음.
국장이고 미장이고 박스권 버틸 수 있는 사람 많이 없음.
주식은 항상 오르고 화폐가치는 항상 떨어진다? 그것도 늘 맞는 말은 아님.",부정,운용성과,개혁
"저희어머니 119개월 천만원정도 추후납하고 
60세이후에도 임의계속가입시켜서 
월30만원 받기로되있는걸 68만원으로 높여드렸습니다 
이번 7월63세부터 수령시작입니다 연금수령 1년만 늦추면 연0.7 더 나온다고합니다만 빨리 받고싶어하셔서 이번7월부터 바로 수령하기로 했습니다 
자식들이 잘 공부해서 챙겨드려야됩니다",중립,연금제도,수령방식
정말 믿음직하다. 감사합니다,긍정,국민연금 조직,신뢰
"이렇게 품격있는 분이 대표로 계시니 든든하네요
귀한 분 초대해 주셔서 감사해요",긍정,국민연금 조직,이사장
팔아야 수익인데 멍청한 애들은 그걸 모름,부정,운용성과,수익
정말 골때리는분이네. 2025년12월에 국민연금 이사장 부임 해놓고 2017년 몇년 국민연금 이사장 했다고 마치 2017년부터 지금까지 자기가 만든 마냥 떠드네. 2025년 12월에 부임했는데 2025년 국민연금 수익율이랑 당신이랑 무슨 연관관계. 그나마 김성주이사장 2020년 퇴임 후 2명의 금융전문가들이 이사장해서 이정도지. 김성주이사장이랑 금융이랑 투자랑 무슨관계인가요? 국민의 미래를 책임지려면 금융투자전문가를 이사장으로 앉혀도 될까 말까한 자리를.  참 실망이네.,부정,국민연금 조직,비판
"이렇게 품격있는 분이 이사장 으로 계시니 든든하네요
실무 기금 운영진들도 너무 감사해요

최고의 시간이였습니다",긍정,국민연금 조직,이사장 칭찬
